feature-1,feature-2,feature-3,feature-4,feature-5,feature-6,feature-7,feature-8,feature-9,feature-10,target
0.2336415023728754,-2.8569908452186934,-1.1244703541289836,1.0470255739989776,1.6984978883105404,2.2056676218576223,5.688430272706158,0.777971226541413,0.8383243217552334,-2.730562523648886,2
0.9309624186264439,-0.8486389696987238,-0.914931470697451,0.1866335419630173,0.39044931965772534,0.7612956131983014,1.0474901489500645,1.4163948034363398,-1.8898592701139814,-0.7872942396754764,2
3.0395983867206446,-3.609094477101986,1.2970231625367032,-4.875627069957915,-1.2149409627759198,0.14174369017549937,-1.3575294412168288,1.7331444045104603,0.4135798754157467,2.701916693209043,5
-1.3162701906766983,3.4437014581563177,-0.05456990943303064,-3.7009555182738882,-2.4316204198605242,1.2723577666247128,-3.4615763760868705,1.0792580171820705,-1.2523785914663366,-1.9327425530798976,4
-0.6798006167637012,0.46389479042602355,-0.17131515329267544,-1.4762262525283885,0.7032935733854944,-0.9553502015573186,-2.1700796481247027,0.9300760369048081,0.07653934311945632,1.2980946682375083,1
1.8421125245549246,-0.2653264118970041,-2.495969350447309,0.3204307776006793,1.8275403292055294,0.5258885147794552,2.347013924601298,-2.1254455850627116,0.0034936546140751368,0.03002209648166798,2
-3.7976194572508417,-3.3030677425289414,3.0053779454076004,0.25954031648891007,-0.7359729273091757,-0.824779035829666,-0.6936761718740064,6.71650572954966,-0.22961532722210842,-0.18579401875687418,2
3.6491612712823125,-2.455965599486281,-0.8705009284965879,-2.1193858037042435,2.848477049857757,2.3186871729224254,3.040930525501113,0.23780028609624917,0.5267241412841559,-0.8628658801602376,2
0.5802897397794408,0.633960843615935,3.805714366961447,2.410020258296488,-0.41179877543604815,-0.11572379726990922,-3.081356020499199,2.5729389262722107,-2.6539568837509027,-0.022956272434498937,2
5.016981586583771,-2.6235435229111097,0.006787413616209492,-1.5539790041883217,1.1682492288629414,4.476386584251431,4.404958691544205,-10.21587308624091,5.26140064519396,2.8455329873504764,5
1.1341209323064738,-2.704691791073543,1.9332736601643985,-2.569804691947262,-0.8742138867864246,0.5742277490226069,-0.04228961076453805,-1.4678601942329854,2.9515953604899536,2.4517384670965576,5
1.1339647689484704,-1.535873444444594,2.0817334837173327,-2.7369787125693454,0.6133977828162718,0.024622517608589245,-2.426952768676716,3.77675454995637,-0.624420625470204,0.8552391998370291,5
-0.2871763571017396,-4.395680566679324,3.8105265274528346,-0.35295498596294195,2.8758146342167583,2.32186861367789,3.818343987473476,6.883848216822998,1.7242127466246604,-4.242704123151007,2
-3.1054088293439355,-0.7482987482515546,1.9168153764576148,5.383357713804427,-4.557941701347607,-0.5044810431989804,1.4329711271749246,-1.2253387607886417,-0.597104217095612,-0.10158434332507038,2
-1.4800188397060263,-4.161340155936446,1.7546775136751371,-1.0292524940864496,1.4841897890894575,0.2307963626106031,-0.34468811625682266,5.305380425544521,-0.33276951734116444,1.3042464113314893,5
3.710778557103522,-2.3110364108901895,-3.9664821621035067,1.4620061240884712,3.283301048889584,3.716432588344871,5.98026280328345,-3.440542390742262,-1.3442727473323184,-0.6395730231908867,4
-0.3519702128098601,3.3549639865153704,-2.1154308135227327,4.020582638956661,3.096352614055185,-2.4152234118635247,0.4201413206050379,-5.58537828461767,1.968790371227344,1.4004267822323357,5
0.450877997792525,0.14995267536357226,0.9731601206623771,-0.578034672888535,1.9656157745385472,-2.891653025467416,-1.1656606872058215,1.6826728719759305,1.9126141552627494,0.578563820077721,3
-0.9766773895426558,-0.4937633682328386,1.0244951455471665,1.2120814167634333,-2.0136110863151346,-0.5598716914239041,1.1578046860890212,2.5135456513330134,-0.5886556968623897,-2.2463361248606004,2
-1.7049400495661846,2.9110559621263112,-0.09884822964448425,-0.1452310061047961,0.9207198773002313,-0.5624046599372345,-1.3800558207923888,1.8240073899013427,-0.22839547225693346,-2.3814078286676974,4
